celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,judge1_score,judge2_score,judge3_score,judge4_score,judge_count,judge_total,judge_mean,has_score_record,active
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4th Place,4,3,8.0,8.0,8.0,,3,24.0,8.0,True,True
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,3,7.0,7.0,7.0,,3,21.0,7.0,True,True
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,3,8.0,7.0,8.0,,3,23.0,7.666666666666667,True,True
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,3,6.0,6.0,8.0,,3,20.0,6.666666666666667,True,True
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,3,8.0,8.0,8.0,,3,24.0,8.0,True,True
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,3,7.0,7.0,8.0,,3,22.0,7.333333333333333,True,True
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,Eliminated Week 6,10,3,7.0,7.0,7.0,,3,21.0,7.0,True,True
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,Eliminated Week 5,11,3,7.0,7.0,8.0,,3,22.0,7.333333333333333,True,True
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,3,7.0,6.0,7.0,,3,20.0,6.666666666666667,True,True
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,3,7.0,6.0,6.0,,3,19.0,6.333333333333333,True,True
Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,30,Eliminated Week 3,14,3,7.0,7.0,7.0,,3,21.0,7.0,True,True
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,3,0.0,0.0,0.0,,3,0.0,0.0,True,False
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,4,8.5,6.5,8.5,8.0,4,31.5,7.875,True,True
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,4,8.5,8.5,9.0,9.0,4,35.0,8.75,True,True
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,4,7.5,6.5,7.5,7.5,4,29.0,7.25,True,True
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4th Place,4,4,8.5,8.5,8.5,8.5,4,34.0,8.5,True,True
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,4,8.5,8.0,9.0,8.5,4,34.0,8.5,True,True
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,4,9.0,9.5,9.0,9.0,4,36.5,9.125,True,True
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,4,8.5,7.5,8.5,8.0,4,32.5,8.125,True,True
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,4,8.0,9.0,9.0,9.0,4,35.0,8.75,True,True
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,4,8.5,7.5,8.5,8.0,4,32.5,8.125,True,True
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,Eliminated Week 6,10,4,7.0,7.0,8.0,7.5,4,29.5,7.375,True,True
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,Eliminated Week 5,11,4,8.0,8.0,8.5,8.5,4,33.0,8.25,True,True
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,4,7.0,6.5,7.5,7.5,4,28.5,7.125,True,True
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,4,6.5,6.0,7.0,6.5,4,26.0,6.5,True,True
Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,30,Eliminated Week 3,14,4,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,4,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,5,7.0,7.0,7.0,7.0,4,28.0,7.0,True,True
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,5,10.0,10.0,10.0,10.0,4,40.0,10.0,True,True
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,5,8.0,8.0,8.0,8.0,4,32.0,8.0,True,True
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4th Place,4,5,10.0,10.0,9.0,10.0,4,39.0,9.75,True,True
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,5,9.0,9.0,9.0,9.0,4,36.0,9.0,True,True
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,5,9.0,9.0,9.0,9.0,4,36.0,9.0,True,True
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,5,8.0,8.0,9.0,9.0,4,34.0,8.5,True,True
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,5,9.0,9.0,9.0,9.0,4,36.0,9.0,True,True
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,5,8.0,8.0,8.0,8.0,4,32.0,8.0,True,True
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,Eliminated Week 6,10,5,9.0,9.0,9.0,9.0,4,36.0,9.0,True,True
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,Eliminated Week 5,11,5,9.0,9.0,9.0,9.0,4,36.0,9.0,True,True
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,5,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,5,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,30,Eliminated Week 3,14,5,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,5,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,6,10.0,10.0,10.0,10.0,4,40.0,10.0,True,True
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,6,10.0,10.0,10.0,10.0,4,40.0,10.0,True,True
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,6,9.0,9.0,9.0,9.0,4,36.0,9.0,True,True
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4th Place,4,6,9.0,9.0,10.0,10.0,4,38.0,9.5,True,True
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,6,9.0,9.0,9.0,9.0,4,36.0,9.0,True,True
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,6,8.0,9.0,8.0,9.0,4,34.0,8.5,True,True
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,6,10.0,9.0,10.0,9.0,4,38.0,9.5,True,True
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,6,9.0,9.0,9.0,9.0,4,36.0,9.0,True,True
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,6,9.0,8.0,9.0,8.0,4,34.0,8.5,True,True
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,Eliminated Week 6,10,6,8.0,8.0,8.0,8.0,4,32.0,8.0,True,True
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,Eliminated Week 5,11,6,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,6,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,6,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,30,Eliminated Week 3,14,6,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,6,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,7,9.5,7.5,8.5,8.5,4,34.0,8.5,True,True
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,7,10.0,9.0,10.0,10.0,4,39.0,9.75,True,True
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,7,8.5,8.5,9.5,9.5,4,36.0,9.0,True,True
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4th Place,4,7,8.25,8.25,8.25,9.25,4,34.0,8.5,True,True
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,7,8.25,8.25,8.25,9.25,4,34.0,8.5,True,True
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,7,9.5,9.5,9.5,9.5,4,38.0,9.5,True,True
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,7,9.0,9.0,10.0,10.0,4,38.0,9.5,True,True
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,7,11.0,9.0,11.0,11.0,4,42.0,10.5,True,True
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,7,8.0,8.0,8.0,8.0,4,32.0,8.0,True,True
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,Eliminated Week 6,10,7,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,Eliminated Week 5,11,7,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,7,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,7,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,30,Eliminated Week 3,14,7,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,7,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,8,9.0,8.0,9.0,9.0,4,35.0,8.75,True,True
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,8,10.5,9.5,10.5,10.5,4,41.0,10.25,True,True
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,8,10.0,10.0,9.0,9.0,4,38.0,9.5,True,True
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4th Place,4,8,10.5,10.5,10.5,10.5,4,42.0,10.5,True,True
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,8,10.5,10.5,10.5,10.5,4,42.0,10.5,True,True
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,8,10.5,10.5,10.5,10.5,4,42.0,10.5,True,True
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,8,8.0,8.0,8.0,8.0,4,32.0,8.0,True,True
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,8,9.0,9.0,9.0,9.0,4,36.0,9.0,True,True
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,8,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,Eliminated Week 6,10,8,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,Eliminated Week 5,11,8,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,8,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,8,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,30,Eliminated Week 3,14,8,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,8,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,9,9.5,9.0,10.0,9.0,4,37.5,9.375,True,True
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,9,10.0,10.0,10.0,10.0,4,40.0,10.0,True,True
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,9,9.0,9.0,8.5,9.0,4,35.5,8.875,True,True
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4th Place,4,9,9.5,10.0,10.0,10.0,4,39.5,9.875,True,True
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,9,10.0,9.0,9.5,9.0,4,37.5,9.375,True,True
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,9,8.5,9.5,9.0,9.0,4,36.0,9.0,True,True
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,9,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,9,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,9,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,Eliminated Week 6,10,9,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,Eliminated Week 5,11,9,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,9,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,9,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,30,Eliminated Week 3,14,9,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,9,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,10,10.0,10.0,10.0,10.0,4,40.0,10.0,True,True
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,10,10.0,10.0,10.0,10.0,4,40.0,10.0,True,True
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,10,9.5,9.5,9.5,9.5,4,38.0,9.5,True,True
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4th Place,4,10,9.5,10.0,9.5,10.0,4,39.0,9.75,True,True
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,10,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,10,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,10,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,10,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,10,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,Eliminated Week 6,10,10,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,Eliminated Week 5,11,10,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,10,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,10,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,30,Eliminated Week 3,14,10,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,10,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,11,,,,,0,,,False,False
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,11,,,,,0,,,False,False
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,11,,,,,0,,,False,False
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4th Place,4,11,,,,,0,,,False,False
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,11,,,,,0,,,False,False
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,11,,,,,0,,,False,False
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,11,,,,,0,,,False,False
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,11,,,,,0,,,False,False
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,11,,,,,0,,,False,False
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,Eliminated Week 6,10,11,,,,,0,,,False,False
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,Eliminated Week 5,11,11,,,,,0,,,False,False
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,11,,,,,0,,,False,False
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,11,,,,,0,,,False,False
Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,30,Eliminated Week 3,14,11,,,,,0,,,False,False
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,11,,,,,0,,,False,False
Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,1,8.0,8.0,8.0,8.0,4,32.0,8.0,True,True
Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,1,7.0,7.0,7.0,7.0,4,28.0,7.0,True,True
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,1,7.0,7.0,7.0,8.0,4,29.0,7.25,True,True
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,1,7.0,7.0,7.0,7.0,4,28.0,7.0,True,True
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,1,7.0,6.0,7.0,7.0,4,27.0,6.75,True,True
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,1,5.0,5.0,5.0,6.0,4,21.0,5.25,True,True
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,1,4.0,4.0,5.0,4.0,4,17.0,4.25,True,True
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,1,6.0,6.0,6.0,6.0,4,24.0,6.0,True,True
Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,1,7.0,6.0,6.0,7.0,4,26.0,6.5,True,True
Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,31,Eliminated Week 6,10,1,5.0,5.0,5.0,5.0,4,20.0,5.0,True,True
Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,31,Eliminated Week 5,11,1,6.0,5.0,6.0,6.0,4,23.0,5.75,True,True
Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,31,Withdrew,12,1,7.0,7.0,7.0,7.0,4,28.0,7.0,True,True
Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,31,Eliminated Week 4,13,1,5.0,5.0,5.0,5.0,4,20.0,5.0,True,True
Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,31,Eliminated Week 3,14,1,6.0,5.0,5.0,5.0,4,21.0,5.25,True,True
Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,31,Eliminated Week 2,15,1,5.0,5.0,5.0,5.0,4,20.0,5.0,True,True
Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,31,Eliminated Week 1,16,1,5.0,4.0,4.0,5.0,4,18.0,4.5,True,True
Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,2,8.0,8.0,8.0,8.0,4,32.0,8.0,True,True
Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,2,8.0,8.0,8.0,8.0,4,32.0,8.0,True,True
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,2,8.0,8.0,8.0,8.0,4,32.0,8.0,True,True
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,2,7.0,7.0,7.0,7.0,4,28.0,7.0,True,True
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,2,7.0,7.0,7.0,8.0,4,29.0,7.25,True,True
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,2,7.0,7.0,8.0,8.0,4,30.0,7.5,True,True
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,2,7.0,6.0,7.0,7.0,4,27.0,6.75,True,True
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,2,7.0,7.0,7.0,7.0,4,28.0,7.0,True,True
Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,2,7.0,6.0,7.0,7.0,4,27.0,6.75,True,True
Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,31,Eliminated Week 6,10,2,7.0,6.0,6.0,6.0,4,25.0,6.25,True,True
Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,31,Eliminated Week 5,11,2,6.0,6.0,6.0,6.0,4,24.0,6.0,True,True
Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,31,Withdrew,12,2,7.0,7.0,7.0,7.0,4,28.0,7.0,True,True
Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,31,Eliminated Week 4,13,2,6.0,6.0,7.0,7.0,4,26.0,6.5,True,True
Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,31,Eliminated Week 3,14,2,5.0,6.0,5.0,5.0,4,21.0,5.25,True,True
Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,31,Eliminated Week 2,15,2,6.0,5.0,6.0,6.0,4,23.0,5.75,True,True
Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,31,Eliminated Week 1,16,2,0.0,0.0,0.0,0.0,4,0.0,0.0,True,False
Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,3,8.0,8.0,8.0,9.0,4,33.0,8.25,True,True
Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,31,2nd Place,2,3,8.0,8.0,8.0,9.0,4,33.0,8.25,True,True
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,31,3rd Place,3,3,8.0,8.0,8.0,9.0,4,33.0,8.25,True,True
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,31,4th Place,4,3,8.0,7.0,7.0,8.0,4,30.0,7.5,True,True
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,31,Eliminated Week 9,5,3,8.0,7.0,8.0,8.0,4,31.0,7.75,True,True
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,3,7.0,6.0,7.0,7.0,4,27.0,6.75,True,True
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,31,Eliminated Week 8,7,3,6.0,5.0,6.0,6.0,4,23.0,5.75,True,True
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,31,Eliminated Week 8,8,3,8.0,8.0,8.0,8.0,4,32.0,8.0,True,True
Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,31,Eliminated Week 7,9,3,7.0,7.0,7.0,8.0,4,29.0,7.25,True,True
