celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,judge_total,judge_mean,judge_rank,contestants_active,season,week,next_week,event_type,observed_eliminated,judge_percent,fan_share_est,fan_rank_est,combined_percent,combined_percent_rank,rank_rule_score,rank_rule_bad_rank,fan_rescue_gap,controversy_index,fan_share_min,fan_share_max,fan_share_width,percent_rule_eliminated,rank_rule_eliminated
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,Eliminated Week 4,12,28.5,7.125,12.0,13,30,4,5,multi_elimination,True,0.0683453237410072,0.0769157701759182,13.0,0.1452610939169254,2.0,25.0,1.0,-1.0,1.0,0.0,0.09312549960031968,0.09312549960031968,True,True
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,Eliminated Week 4,13,26.0,6.5,13.0,13,30,4,5,multi_elimination,True,0.06235011990407674,0.0769186636445012,11.0,0.13926878354857794,1.0,24.0,2.0,2.0,2.0,0.0,0.09862110311750599,0.09862110311750599,True,True
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,40.0,10.0,1.0,11,30,5,6,single_elimination,False,0.1038961038961039,0.09079675536418691,10.0,0.1946928592602908,11.0,11.0,4.0,-9.0,9.0,0.0,0.9532467532467532,0.9532467532467532,False,False
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,39.0,9.75,2.0,11,30,5,6,single_elimination,False,0.1012987012987013,0.09080227883141385,8.0,0.19210098013011517,10.0,10.0,7.0,-6.0,6.0,0.0,0.9532467532467532,0.9532467532467532,False,False
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,Eliminated Week 6,10,36.0,9.0,3.0,11,30,5,6,single_elimination,False,0.09350649350649351,0.0908068047065732,4.0,0.1843132982130667,9.0,7.0,11.0,-1.0,1.0,0.0,0.9532467532467532,0.9532467532467532,False,False
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,Eliminated Week 5,11,36.0,9.0,3.0,11,30,5,6,single_elimination,True,0.09350649350649351,0.08070655401111211,11.0,0.17421304751760563,1.0,14.0,2.0,-8.0,8.0,0.0,0.08831168831168831,0.08831168831168831,True,False
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,36.0,9.0,3.0,11,30,5,6,single_elimination,False,0.09350649350649351,0.09080385491793774,5.0,0.18431034842443125,6.0,8.0,8.0,-2.0,2.0,0.0,0.9532467532467532,0.9532467532467532,False,False
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,36.0,9.0,3.0,11,30,5,6,single_elimination,False,0.09350649350649351,0.09080385491793774,5.0,0.18431034842443125,6.0,8.0,8.0,-2.0,2.0,0.0,0.9532467532467532,0.9532467532467532,False,False
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,36.0,9.0,3.0,11,30,5,6,single_elimination,False,0.09350649350649351,0.09080385491793774,5.0,0.18431034842443125,6.0,8.0,8.0,-2.0,2.0,0.0,0.9532467532467532,0.9532467532467532,False,False
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,34.0,8.5,8.0,11,30,5,6,single_elimination,False,0.08831168831168831,0.09079734100016096,9.0,0.17910902931184927,5.0,17.0,1.0,-1.0,1.0,0.0051948051948051965,0.9584415584415584,0.9532467532467532,False,True
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,32.0,8.0,9.0,11,30,5,6,single_elimination,False,0.08311688311688312,0.0910964607432745,2.0,0.17421334386015763,3.0,11.0,4.0,7.0,7.0,0.010389610389610393,0.9636363636363636,0.9532467532467532,False,False
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,Eliminated Week 7,9,32.0,8.0,9.0,11,30,5,6,single_elimination,False,0.08311688311688312,0.0910964607432745,2.0,0.17421334386015763,3.0,11.0,4.0,7.0,7.0,0.010389610389610393,0.9636363636363636,0.9532467532467532,False,False
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,28.0,7.0,11.0,11,30,5,6,single_elimination,False,0.07272727272727272,0.10148577897551382,1.0,0.17421305170278656,2.0,12.0,3.0,10.0,10.0,0.020779220779220786,0.974025974025974,0.9532467532467532,False,False
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,40.0,10.0,1.0,10,30,6,7,single_elimination,False,0.10989010989010989,0.09999021777897599,9.0,0.20988032766908588,9.0,10.0,2.0,-8.0,8.0,0.0,1.0,1.0,False,False
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,40.0,10.0,1.0,10,30,6,7,single_elimination,False,0.10989010989010989,0.09999021777897599,9.0,0.20988032766908588,9.0,10.0,2.0,-8.0,8.0,0.0,1.0,1.0,False,False
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,38.0,9.5,3.0,10,30,6,7,single_elimination,False,0.1043956043956044,0.09999841056312347,6.0,0.2043940149587279,7.0,9.0,5.0,-3.0,3.0,0.0,1.0,1.0,False,False
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,38.0,9.5,3.0,10,30,6,7,single_elimination,False,0.1043956043956044,0.09999841056312347,6.0,0.2043940149587279,7.0,9.0,5.0,-3.0,3.0,0.0,1.0,1.0,False,False
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,36.0,9.0,5.0,10,30,6,7,single_elimination,False,0.0989010989010989,0.10000212878433082,3.0,0.19890322768542973,4.0,8.0,8.0,2.0,2.0,0.0,1.0,1.0,False,False
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,36.0,9.0,5.0,10,30,6,7,single_elimination,False,0.0989010989010989,0.10000212878433082,3.0,0.19890322768542973,4.0,8.0,8.0,2.0,2.0,0.0,1.0,1.0,False,False
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,36.0,9.0,5.0,10,30,6,7,single_elimination,False,0.0989010989010989,0.10000212878433082,3.0,0.19890322768542973,4.0,8.0,8.0,2.0,2.0,0.0,1.0,1.0,False,False
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,34.0,8.5,8.0,10,30,6,7,single_elimination,False,0.09340659340659341,0.10000903117076972,2.0,0.1934156245773631,2.0,10.0,2.0,6.0,6.0,0.0,1.0,1.0,False,False
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,Eliminated Week 7,9,34.0,8.5,8.0,10,30,6,7,single_elimination,False,0.09340659340659341,0.10000930153517672,1.0,0.19341589494177014,3.0,9.0,5.0,7.0,7.0,0.0,1.0,1.0,False,False
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,Eliminated Week 6,10,32.0,8.0,10.0,10,30,6,7,single_elimination,True,0.08791208791208792,0.09999802267711798,8.0,0.1879101105892059,1.0,18.0,1.0,2.0,2.0,0.0,0.11208791208791205,0.11208791208791205,True,True
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,42.0,10.5,1.0,9,30,7,8,single_elimination,False,0.12844036697247707,0.11112403365362185,1.0,0.2395644006260989,9.0,2.0,9.0,0.0,0.0,0.0,1.0,1.0,False,False
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,39.0,9.75,2.0,9,30,7,8,single_elimination,False,0.11926605504587157,0.11110726150891442,6.0,0.230373316554786,8.0,8.0,8.0,-4.0,4.0,0.0,1.0,1.0,False,False
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,38.0,9.5,3.0,9,30,7,8,single_elimination,False,0.1162079510703364,0.11110009993814783,8.0,0.22730805100848422,6.0,11.0,2.0,-5.0,5.0,0.0,1.0,1.0,False,False
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,38.0,9.5,3.0,9,30,7,8,single_elimination,False,0.1162079510703364,0.11110009993814783,8.0,0.22730805100848422,6.0,11.0,2.0,-5.0,5.0,0.0,1.0,1.0,False,False
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,36.0,9.0,5.0,9,30,7,8,single_elimination,False,0.11009174311926606,0.11110366326006013,7.0,0.2211954063793262,5.0,12.0,1.0,-2.0,2.0,0.0,1.0,1.0,False,True
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,34.0,8.5,6.0,9,30,7,8,single_elimination,False,0.10397553516819572,0.11111422374629662,4.0,0.21508975891449233,2.0,10.0,5.0,2.0,2.0,0.0,1.0,1.0,False,False
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,34.0,8.5,6.0,9,30,7,8,single_elimination,False,0.10397553516819572,0.11111422374629662,4.0,0.21508975891449233,2.0,10.0,5.0,2.0,2.0,0.0,1.0,1.0,False,False
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,34.0,8.5,6.0,9,30,7,8,single_elimination,False,0.10397553516819572,0.1111165551478061,3.0,0.21509209031600182,4.0,9.0,7.0,3.0,3.0,0.0,1.0,1.0,False,False
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,Eliminated Week 7,9,32.0,8.0,9.0,9,30,7,8,single_elimination,True,0.09785932721712538,0.11111983805332187,2.0,0.20897916527044724,1.0,11.0,2.0,7.0,7.0,0.0,0.12436289500509685,0.12436289500509685,True,False
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,42.0,10.5,1.0,8,30,8,9,multi_elimination,False,0.13636363636363635,0.12500029596411025,3.0,0.2613639323277466,6.0,4.0,6.0,-2.0,2.0,0.0,0.9967532467532467,0.9967532467532467,False,False
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,42.0,10.5,1.0,8,30,8,9,multi_elimination,False,0.13636363636363635,0.12500029596411025,3.0,0.2613639323277466,6.0,4.0,6.0,-2.0,2.0,0.0,0.9967532467532467,0.9967532467532467,False,False
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,42.0,10.5,1.0,8,30,8,9,multi_elimination,False,0.13636363636363635,0.12500029596411025,3.0,0.2613639323277466,6.0,4.0,6.0,-2.0,2.0,0.0,0.9967532467532467,0.9967532467532467,False,False
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,41.0,10.25,4.0,8,30,8,9,multi_elimination,False,0.1331168831168831,0.1249909296427773,6.0,0.25810781275966044,5.0,10.0,3.0,-2.0,2.0,0.0,0.9967532467532467,0.9967532467532467,False,False
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,38.0,9.5,5.0,8,30,8,9,multi_elimination,False,0.12337662337662338,0.12499017144684463,7.0,0.24836679482346802,4.0,12.0,2.0,-2.0,2.0,0.0,0.9967532467532467,0.9967532467532467,False,True
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,Eliminated Week 8,8,36.0,9.0,6.0,8,30,8,9,multi_elimination,True,0.11688311688311688,0.1233817253583275,8.0,0.2402648422414444,2.0,14.0,1.0,-2.0,2.0,0.0,0.15398886827458252,0.15398886827458252,True,True
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,35.0,8.75,7.0,8,30,8,9,multi_elimination,False,0.11363636363636363,0.12662854219281883,1.0,0.24026490582918247,3.0,8.0,5.0,6.0,6.0,0.003246753246753248,1.0,0.9967532467532467,False,False
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,Eliminated Week 8,7,32.0,8.0,8.0,8,30,8,9,multi_elimination,True,0.1038961038961039,0.125007742167374,2.0,0.2289038460634779,1.0,10.0,3.0,6.0,6.0,0.0,0.16512059369202228,0.16512059369202228,True,False
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,2nd Place,2,40.0,10.0,1.0,6,30,9,10,multi_elimination,False,0.17699115044247787,0.16665828092245394,2.0,0.3436494313649318,6.0,3.0,6.0,-1.0,1.0,0.0,0.9911504424778761,0.9911504424778761,False,False
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,4th Place,4,39.5,9.875,2.0,6,30,9,10,multi_elimination,False,0.1747787610619469,0.16664289261003312,5.0,0.34142165367198,5.0,7.0,3.0,-3.0,3.0,0.0,0.9911504424778761,0.9911504424778761,False,False
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,1st Place,1,37.5,9.375,3.0,6,30,9,10,multi_elimination,False,0.16592920353982302,0.16664975305147592,3.0,0.33257895659129894,4.0,6.0,5.0,0.0,0.0,0.0,0.9911504424778761,0.9911504424778761,False,False
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,Eliminated Week 9,5,37.5,9.375,3.0,6,30,9,10,multi_elimination,True,0.16592920353982302,0.16227566077159553,6.0,0.32820486431141854,2.0,9.0,1.0,-3.0,3.0,0.0,0.20221238938053096,0.20221238938053096,True,True
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,Eliminated Week 9,6,36.0,9.0,5.0,6,30,9,10,multi_elimination,True,0.1592920353982301,0.1666481788944203,4.0,0.3259402142926504,1.0,9.0,1.0,1.0,1.0,0.0,0.20752212389380528,0.20752212389380528,True,True
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,3rd Place,3,35.5,8.875,6.0,6,30,9,10,multi_elimination,False,0.1570796460176991,0.1711252330311229,1.0,0.328204879048822,3.0,7.0,3.0,5.0,5.0,0.008849557522123908,1.0,0.9911504424778761,False,False
Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,32.0,8.0,1.0,16,31,1,2,single_elimination,False,0.08376963350785341,0.06249437644865819,12.0,0.1462640099565116,16.0,13.0,10.0,-11.0,11.0,0.0,0.9973821989528796,0.9973821989528796,False,False
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,29.0,7.25,2.0,16,31,1,2,single_elimination,False,0.07591623036649214,0.06249595268669098,11.0,0.13841218305318312,15.0,13.0,10.0,-9.0,9.0,0.0,0.9973821989528796,0.9973821989528796,False,False
Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,28.0,7.0,3.0,16,31,1,2,single_elimination,False,0.07329842931937172,0.06249916173685586,7.0,0.13579759105622757,12.0,10.0,14.0,-4.0,4.0,0.0,0.9973821989528796,0.9973821989528796,False,False
Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,28.0,7.0,3.0,16,31,1,2,single_elimination,False,0.07329842931937172,0.06249916173685586,7.0,0.13579759105622757,12.0,10.0,14.0,-4.0,4.0,0.0,0.9973821989528796,0.9973821989528796,False,False
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,28.0,7.0,3.0,16,31,1,2,single_elimination,False,0.07329842931937172,0.06249916173685586,7.0,0.13579759105622757,12.0,10.0,14.0,-4.0,4.0,0.0,0.9973821989528796,0.9973821989528796,False,False
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,27.0,6.75,6.0,16,31,1,2,single_elimination,False,0.07068062827225131,0.06249644611984727,10.0,0.13317707439209858,11.0,16.0,6.0,-4.0,4.0,0.0,0.9973821989528796,0.9973821989528796,False,False
Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,26.0,6.5,7.0,16,31,1,2,single_elimination,False,0.06806282722513089,0.062489191715680105,15.0,0.130552018940811,10.0,22.0,3.0,-8.0,8.0,0.0,0.9973821989528796,0.9973821989528796,False,False
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,24.0,6.0,8.0,16,31,1,2,single_elimination,False,0.06282722513089005,0.062492959418553984,13.0,0.12532018454944405,9.0,21.0,4.0,-5.0,5.0,0.0,0.9973821989528796,0.9973821989528796,False,False
Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,Eliminated Week 5,11,23.0,5.75,9.0,16,31,1,2,single_elimination,False,0.060209424083769635,0.06249119605215365,14.0,0.12270062013592328,8.0,23.0,2.0,-5.0,5.0,0.0,0.9973821989528796,0.9973821989528796,False,False
Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,Eliminated Week 3,14,21.0,5.25,10.0,16,31,1,2,single_elimination,False,0.0549738219895288,0.0625052746917182,2.0,0.117479096681247,6.0,12.0,12.0,8.0,8.0,0.0,0.9973821989528796,0.9973821989528796,False,False
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,Eliminated Week 9,6,21.0,5.25,10.0,16,31,1,2,single_elimination,False,0.0549738219895288,0.0625052746917182,2.0,0.117479096681247,6.0,12.0,12.0,8.0,8.0,0.0,0.9973821989528796,0.9973821989528796,False,False
Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,Eliminated Week 6,10,20.0,5.0,12.0,16,31,1,2,single_elimination,False,0.05235602094240838,0.06250114803165113,4.0,0.11485716897405951,3.0,16.0,6.0,8.0,8.0,0.0,0.9973821989528796,0.9973821989528796,False,False
Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,20.0,5.0,12.0,16,31,1,2,single_elimination,False,0.05235602094240838,0.06250114803165113,4.0,0.11485716897405951,3.0,16.0,6.0,8.0,8.0,0.0,0.9973821989528796,0.9973821989528796,False,False
Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,20.0,5.0,12.0,16,31,1,2,single_elimination,False,0.05235602094240838,0.06250114803165113,4.0,0.11485716897405951,3.0,16.0,6.0,8.0,8.0,0.0,0.9973821989528796,0.9973821989528796,False,False
Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,Eliminated Week 1,16,18.0,4.5,15.0,16,31,1,2,single_elimination,True,0.04712041884816754,0.06120529107328963,16.0,0.10832570992145718,1.0,31.0,1.0,-1.0,1.0,0.0,0.07787958115183248,0.07787958115183248,True,True
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,Eliminated Week 8,7,17.0,4.25,16.0,16,31,1,2,single_elimination,False,0.04450261780104712,0.06382310668044126,1.0,0.10832572448148839,2.0,17.0,5.0,15.0,15.0,0.0026178010471204216,1.0,0.9973821989528796,False,False
Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,1st Place,1,32.0,8.0,1.0,15,31,2,3,single_elimination,False,0.07766990291262135,0.06666403661430965,4.0,0.14433393952693102,13.0,5.0,13.0,-3.0,3.0,0.0,0.9951456310679612,0.9951456310679612,False,False
Gabby Windey,Valentin Chmerkovskiy,TV Personality,Illinois,United States,31,2nd Place,2,32.0,8.0,1.0,15,31,2,3,single_elimination,False,0.07766990291262135,0.06666403661430965,4.0,0.14433393952693102,13.0,5.0,13.0,-3.0,3.0,0.0,0.9951456310679612,0.9951456310679612,False,False
Wayne Brady,Witney Carson,Comedian,Georgia,United States,50,3rd Place,3,32.0,8.0,1.0,15,31,2,3,single_elimination,False,0.07766990291262135,0.06666403661430965,4.0,0.14433393952693102,13.0,5.0,13.0,-3.0,3.0,0.0,0.9951456310679612,0.9951456310679612,False,False
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,Eliminated Week 9,6,30.0,7.5,4.0,15,31,2,3,single_elimination,False,0.07281553398058252,0.06666521623471693,3.0,0.13948075021529943,12.0,7.0,12.0,1.0,1.0,0.0,0.9951456310679612,0.9951456310679612,False,False
Daniel Durant,Britt Stewart,Actor/Actress,Michigan,United States,32,Eliminated Week 9,5,29.0,7.25,5.0,15,31,2,3,single_elimination,False,0.0703883495145631,0.06666058134704754,7.0,0.13704893086161063,11.0,12.0,11.0,-2.0,2.0,0.0,0.9951456310679612,0.9951456310679612,False,False
Heidi D'Amelio,Artem Chigvintsev,Social Media Personality,Louisiana,United States,50,Eliminated Week 8,8,28.0,7.0,6.0,15,31,2,3,single_elimination,False,0.06796116504854369,0.06665492813962776,10.0,0.13461609318817144,8.0,16.0,6.0,-4.0,4.0,0.0,0.9951456310679612,0.9951456310679612,False,False
Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,Withdrew,12,28.0,7.0,6.0,15,31,2,3,single_elimination,False,0.06796116504854369,0.06665492813962776,10.0,0.13461609318817144,8.0,16.0,6.0,-4.0,4.0,0.0,0.9951456310679612,0.9951456310679612,False,False
Shangela,Gleb Savchenko,TV Personality,Texas,United States,40,4th Place,4,28.0,7.0,6.0,15,31,2,3,single_elimination,False,0.06796116504854369,0.06665492813962776,10.0,0.13461609318817144,8.0,16.0,6.0,-4.0,4.0,0.0,0.9951456310679612,0.9951456310679612,False,False
Jordin Sparks,Brandon Armstrong,Singer/Rapper,Arizona,United States,32,Eliminated Week 7,9,27.0,6.75,9.0,15,31,2,3,single_elimination,False,0.06553398058252427,0.06665450382590171,13.0,0.13218848440842598,6.0,22.0,2.0,-4.0,4.0,0.0,0.9951456310679612,0.9951456310679612,False,False
Vinny Guadagnino,Koko Iwasaki,TV Personality,New York,United States,34,Eliminated Week 8,7,27.0,6.75,9.0,15,31,2,3,single_elimination,False,0.06553398058252427,0.06665450382590171,13.0,0.13218848440842598,6.0,22.0,2.0,-4.0,4.0,0.0,0.9951456310679612,0.9951456310679612,False,False
Sam Champion,Cheryl Burke,News Anchor,Kentucky,United States,61,Eliminated Week 4,13,26.0,6.5,11.0,15,31,2,3,single_elimination,False,0.06310679611650485,0.06666678990362945,2.0,0.1297735860201343,5.0,13.0,10.0,9.0,9.0,0.0,0.9951456310679612,0.9951456310679612,False,False
Jessie James Decker,Alan Bersten,Singer/Rapper,,Italy,34,Eliminated Week 6,10,25.0,6.25,12.0,15,31,2,3,single_elimination,False,0.06067961165048544,0.06665601086312237,9.0,0.1273356225136078,4.0,21.0,4.0,3.0,3.0,0.0,0.9951456310679612,0.9951456310679612,False,False
Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,Eliminated Week 5,11,24.0,6.0,13.0,15,31,2,3,single_elimination,False,0.05825242718446602,0.06665926634447371,8.0,0.12491169352893973,3.0,21.0,4.0,5.0,5.0,0.0,0.9951456310679612,0.9951456310679612,False,False
Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,Eliminated Week 2,15,23.0,5.75,14.0,15,31,2,3,single_elimination,True,0.055825242718446605,0.06428592659955654,15.0,0.12011116931800314,1.0,29.0,1.0,-1.0,1.0,0.0,0.07750809061488668,0.07750809061488668,True,True
Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,Eliminated Week 3,14,21.0,5.25,15.0,15,31,2,3,single_elimination,False,0.050970873786407765,0.06914030587032413,1.0,0.1201111796567319,2.0,16.0,6.0,14.0,14.0,0.00485436893203884,1.0,0.9951456310679612,False,False
